gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Kidney_cortex-Small Intestine)	pct_gene_expr	max_pct_tx_expr
UVSSA	0.04061202818076196	0.3342587051090359	7	0	0.4816396710100288	1	1
EHBP1	2.254317234617789e-6	2.5099906877540466e-4	10	1	0.47749645015222103	1	1
ANAPC13	0.006840789597783749	0.26920216646931727	4	0	0.47524673036435383	1	1
WWOX	0.0027953808910369444	0.41666831795940584	6	0	-0.47201748710204194	1	1
MACF1	0.008361629336399404	0.006260054072729204	8	1	0.46705490338968086	1	1
RNF31	0.023664776177712458	0.22879946821534713	7	0	-0.4538798225162839	1	0.75
CD47	0.006658771651672577	1	10	0	0.4496877637464947	1	1
PURA	0.017283504503910186	0.00588153289769271	7	1	0.4467225356136665	1	1
TMEM125	0.02055134701142674	0.01381824878802031	3	1	-0.4441410226537451	1	1
ANKRD12	8.38266383951606e-4	2.616885101196823e-4	4	2	0.44334934030852674	1	1
PIGN	0.019417422921820977	0.04104773849983953	4	1	0.4401306602561251	1	1
FHL1	7.743649866970895e-4	1	15	0	-0.4340176650406526	1	1
LAMB2	0.010312028837249401	0.004752449983485596	8	1	0.4322687530247599	1	1
CHIC2	0.043941028803738416	0.05359963268535922	8	0	0.4306966537227892	1	1
NUCB2	0.002379468734794039	0.02857800862101083	4	1	-0.4229008505012209	1	1
MECP2	0.014922597107000031	0.025592415975112234	3	1	0.4210330704536845	1	1
YARS	0.0035180944799085134	0.0809534483480228	9	0	0.4204573171464012	1	0.75
ZMYM4	0.0027953808910369444	0.0012447108425351415	7	1	0.41770274446868144	1	1
SVIL	0.0010841632014762812	1	10	0	0.4158235758065411	1	1
DENND6A	0.036486080299926525	0.17507892796987942	3	0	-0.411558889167913	1	1
YTHDF3	0.01551958826861543	1	11	0	0.41141323620290965	1	1
GK	6.554793965298458e-4	0.001043383533020866	8	1	0.40754541393426674	1	1
ELF1	0.0015862970813355732	1	7	0	0.40734205266101736	1	1
WDR44	0.017283504503910186	1	3	0	0.40633618239578617	1	1
COG2	0.023832268537650192	1	7	0	0.40569021385775095	1	1
GOT1	0.020664192331252614	1	6	0	0.4055981091804607	1	1
GTF2IRD1	0.0023245799123513206	0.16922236253148903	3	0	-0.403180224173311	1	1
LOC113246291	0.02469483331760296	1	8	0	0.3983398358806318	1	1
HSD11B1	0.02055134701142674	0.7750596341404259	8	0	-0.3948695130604575	1	1
TSPAN12	0.030234907082693184	1	16	0	0.3939039395670974	1	1
ANKRD11	0.013018135550383081	0.35599943515759086	3	0	-0.39241963913739136	1	1
HOGA1	0.02644300672892011	0.051850886072551984	8	0	0.3855547668024961	1	1
ZSCAN23	0.005048473748743249	1	10	0	-0.38102616415534696	1	1
NOP2	0.0040193220499714155	1	9	0	0.37967791230740855	1	1
ZNF410	0.03794506642770414	1	11	0	0.379253220575789	1	1
MARVELD2	0.032371812361403025	1	6	0	0.37771238732899126	1	1
DYNLL2	0.006460526663039036	0.006893750268590314	3	1	0.37690328864529965	1	1
PEX3	0.03515149878606736	1	5	0	0.37675075787507695	1	1
LIMCH1	0.011634884391481113	0.051073587412257794	7	0	-0.3762105474094176	1	1
MAST4	0.02049358450698626	1	4	0	-0.3751022731359131	1	1
SORBS1	0.0027953808910369444	0.13787727357073104	13	0	0.373302086545272	1	1
TRIM2	0.019683241775505268	0.003178892084462949	3	1	-0.3714642429915204	1	1
LOC113270722	9.379316700541178e-6	4.279152123750181e-4	7	1	-0.3697357622330172	1	1
MRTFB	0.024881885576325636	1	6	0	-0.36872813032025076	1	1
CMC2	0.031961502485389	0.2990074302377132	12	0	0.367369453018097	1	1
SLC25A25	0.019417422921820977	1	12	0	0.36715510880186797	1	1
RPL6	0.0394820708868324	0	2	2	-0.36259723588441295	1	1
CS	0.01627215861837201	0.02381738597546847	5	1	0.3623494387426678	1	1
COPS3	0.005215036873353289	1	9	0	0.3618676827869499	1	0.75
FHOD3	0.023237486106513345	1	9	0	-0.3618320256878428	1	1
USP40	3.579565374346333e-4	0.10775239111572535	7	0	0.3589033203177104	1	1
WNK1	2.4447208897264254e-4	0.03758155695501156	9	2	0.35804470271992433	1	1
RGS3	0.028300874092180642	1	8	0	0.3563956864923512	1	1
SRSF2	0.02563153591110984	0.028365378687625464	5	1	0.35445295029177704	1	1
NOC2L	0.011634884391481113	1	7	0	-0.35324524865556556	1	1
SHLD2	0.039083646897449066	1	8	0	0.3496176728902995	1	1
DAB2	0.006658771651672577	0.14019042854791955	6	0	0.3451840346478794	1	1
MEF2A	0.002749338299350252	0.0023217001143519844	9	1	0.3434078936276979	1	1
LOC113252152	0.04777828425551115	1	9	0	0.341759185021442	1	1
PML	0.012125187796465816	1	8	0	0.33975833955716667	1	1
PBRM1	0.023237486106513345	0.2419281066028821	7	0	0.3377003209993104	1	1
LMAN2L	0.02055134701142674	1	7	0	-0.3349224801727839	1	1
PCSK7	0.021557625321875964	1	8	0	0.3328667754546568	1	0.75
CALD1	0.005162749524919143	0.01654891126229239	14	1	-0.3267076378656227	1	1
ARHGEF28	0.043941028803738416	0.11760761056925671	3	0	-0.3261427382033002	1	1
RBBP5	0.034494788089125705	1	8	0	0.3240573697058836	1	1
WDR75	0.008722025326716176	0.149027519424175	9	0	-0.31671688492578076	1	1
STAG2	0.018265197565125797	0.49904176635926667	12	0	0.3126549775825627	1	1
TMCO3	0.013919224146791292	0.0624011055822858	14	0	0.3098886027179096	1	1
CREBRF	0.040451481712213036	0.05774112844158788	5	0	0.29966929938204795	1	1
TTPAL	0.0027953808910369444	0.03883945225208463	10	1	-0.2993663447629392	1	1
NSMAF	0.008609363150406692	0.1474410818989193	11	0	0.2952582270777887	1	1
TNS1	0.004249985501483218	0.002021106312881625	6	1	-0.2949249974038604	1	1
MITF	0.019633675873542734	0.4440873103322266	6	0	0.28929427326720114	1	1
GAB1	2.4447208897264254e-4	0.04052711943089479	5	1	-0.2861458975519698	1	1
SLC25A36	0.004502118006785736	0.34662706526547743	8	0	0.2827319469022621	1	1
RAB11FIP3	0.036486080299926525	0.011284674717271273	3	1	0.2819515573141298	1	1
SNX14	0.047253571519109576	0.04347732730167379	14	1	0.27950031446478857	1	1
PLEKHB2	0.04107814009299885	1	9	0	-0.27640330202291	1	1
DOCK9	0.049777543488151894	1	11	0	0.27541997151317965	1	1
CTSH	0.006658771651672577	0.14915441500908327	5	0	0.2743109145332673	1	1
PCBP2	0.005842524857268806	0.2731467293127573	11	0	-0.2694860699531839	1	1
EPB41L2	0.00802839892979419	0.8902731906692622	12	0	0.2688797032172018	1	1
PKP4	0.010462156285261431	0.21055598162869948	8	0	0.2678683190843756	1	1
ZC3H11A	0.006047709391582006	1	13	0	0.264354486691142	1	1
SPARCL1	0.008867442127610592	1	8	0	-0.26150886224291037	1	1
CELF1	0.014813926509692769	1	12	0	-0.2594164045341873	1	1
CUNH4orf19	0.01011960778596993	1	9	0	0.2565925987082654	1	1
TEX10	0.039602069647473544	1	8	0	0.2555288013346131	1	1
RNF152	9.93680701176886e-4	0.06551070655775976	6	0	0.2540795949763411	1	1
EPB41L5	0.008092444658284407	0.20795364536384384	6	0	-0.25366213324228115	1	1
IPO11	0.013919224146791292	1	13	0	0.2519767750835982	1	1
ACSL1	0.0013278942139158384	1	19	0	0.2513438810485575	1	1
UGGT1	0.017283504503910186	1	6	0	-0.24956685479622276	1	1
LOC113248372	0.03768825626542253	1	7	0	-0.24803269353574275	1	1
N4BP2L2	0.04107814009299885	0.07691653204025363	8	0	-0.24757238868414158	1	1
HDAC10	0.016829717571383834	1	19	0	0.2469742580783329	1	0.75
DDX41	0.015610976255571774	1	14	0	0.24621081828355787	1	1
TMEM87A	0.044077866842498585	1	11	0	-0.24535606583328595	1	1
MBD1	0.03226810249080039	1	22	0	-0.2397162952562592	1	0.75
CROT	0.019464148096857703	1	13	0	0.2389074390799243	1	1
PSAP	0.016829717571383834	0	2	2	0.2387440738007327	1	1
HDLBP	0.013018135550383081	0.03922351924813101	9	1	-0.23584787252363237	1	1
DENND4C	0.014628694075635306	1	6	0	0.23559415510909382	1	1
TBCK	0.030845691547765886	1	6	0	0.23465364377128695	1	1
EPB41	0.0374845814984051	1	10	0	0.23234837555434373	1	1
FAM13B	0.029270016932918655	1	9	0	-0.23058702463243205	1	1
MECR	0.0394820708868324	1	5	0	0.2230389388873308	1	1
LOC113248518	0.016787986828789632	1	17	0	0.22151889130380698	1	1
PLXNB2	0.0019259385790473703	0.46966461746284166	9	0	0.21277599247856543	1	1
SLMAP	0.0018112509550708305	1	13	0	0.21067005617881304	1	1
ADH4	0.0374845814984051	0.488486787106463	6	0	0.20715184750823123	1	1
INO80	0.02589958138981659	1	3	0	0.2007438856374365	1	1
DMD	0.023832268537650192	1	12	0	0.19938620787539324	1	1
NCOR1	0.00802839892979419	0.19615495273029987	9	0	-0.19837427054071805	1	1
RBM6	0.028901360273001594	1	13	0	0.1943400940727585	1	1
PANK4	0.014922597107000031	1	14	0	0.19329787377722252	1	1
HSPA4	0.01690632514929657	1	7	0	0.19311409663758455	1	1
LOC113258542	0.0024435703161515164	1	13	0	0.18856404308555222	1	1
LAMB1	0.012514909994847655	1	14	0	0.18302256903595338	1	1
RIN2	0.022364710279999346	1	10	0	0.17544109501707694	1	1
CTNND1	0.00700643277713955	1	13	0	-0.17360633163964662	1	1
ADK	0.011161600501692168	1	10	0	0.17209028962215217	1	1
CES3	0.0022772110979169253	1	12	0	0.17125757526790086	1	1
HNF4A	0.047827399284443066	1	5	0	-0.16716435207375502	1	1
LOC113251518	0.016829717571383834	1	16	0	-0.1599247228181144	1	1
GART	0.025651962902655343	1	13	0	0.15738001409641933	1	1
CAST	0.023832268537650192	1	11	0	-0.14346747812921457	1	1
LOC113253526	0.025651962902655343	1	7	0	0.1340076482443724	1	1
MYL6	0.02312579596569815	0	2	2	-0.12657875539815122	1	1
SRPK2	0.03245981991634361	1	7	0	0.11340969629324515	1	1
DST	0.02469483331760296	1	22	0	0.07345311457257696	1	1
