gene_ID	gene_qvalue	minimal_tx_qvalue	number_tx	number_significant_tx	max(Liver-Gall Bladder)	pct_gene_expr	max_pct_tx_expr
LOC113252104	7.259738483098878e-8	2.846127714951278e-8	8	1	-0.7265054618729434	1	1
FUK	0.013300355645133065	0.05472547062389138	4	0	0.7260814496731727	1	0.75
SLC2A9	0.003064361565520894	0.003889387361322069	9	1	0.725703855820244	1	0.75
BBS10	0.03610935763637624	0.08188987007086625	3	0	0.7251730902195532	1	0.75
KLKB1	8.402905910198067e-13	8.91715553853395e-12	9	1	-0.7243949132159476	1	1
SPARCL1	7.806030458966125e-6	2.7730342710623803e-4	7	2	0.72426690293984	1	1
OTC	2.7219578932004585e-15	1.8081471126151658e-7	6	2	0.7228727811570496	1	1
LOC113255248	0.01651231034129368	0.6338839895467838	3	0	0.7225666925600922	1	0.75
ZNF165	0.00990408150508621	1	3	0	0.722127886986079	1	1
TPM4	0.001608851614605596	1.577784265448661e-4	5	1	0.7219313943072404	1	1
CCDC43	0.0032074508220088674	0.027225975364685084	8	1	0.721667818394034	1	0.75
FAM219A	0.011320499383338517	1	4	0	-0.7215186712070395	1	0.75
LOC113267003	0.031004565828694354	1	3	0	0.7206319684347947	1	0.75
EPHX3	0.010304802336656359	1	5	0	0.7205809892024794	1	0.75
CARMIL1	0.04596039685008761	0.18114294043374185	5	0	0.715791238371085	1	0.75
CPS1	0.009015437345055425	0.0012109818506209908	7	1	-0.7155473944136393	1	0.75
PBLD	0.018823375959067593	0.0578745492613776	5	0	-0.7107499207773482	1	1
GPATCH2L	0.0031972088202846913	0.01868695309230869	5	1	0.7094091435155182	1	1
GPLD1	0.017802432433910952	0.9963507422879812	6	0	0.7089732298865785	1	1
STX10	1.0251201615542041e-4	1	6	0	0.7023039771728278	1	0.75
CUNH18orf25	0.04617208556985842	0.05653963354513828	4	0	0.7011484539049194	1	1
EML6	0.0015534874356466879	0.006631887698656178	4	1	0.7000378057794903	1	1
NMD3	0.036977843419111	0.16945625043056647	5	0	0.6947141238953258	1	1
ANKRD6	0.020273143348353884	0.020698956914735202	6	1	0.6937904541457804	1	0.75
ABRAXAS2	0.01923443677990577	0.005186988305254459	4	1	0.6928514779029765	1	1
RAD52	0.02209055234062589	0.005906853859536262	10	1	0.6927633988243073	1	1
RAPGEF4	6.864983989382689e-5	0.01457953643231806	6	1	0.6919896201593486	1	1
MTRF1	0.023509313000755854	0.7112916749727977	6	0	0.6905505351840847	1	0.75
ADSL	0.004404833247372436	0.9893618251012788	5	0	0.6903286282452613	1	1
MASP2	3.019962170458862e-4	1	5	0	-0.6890655226959053	1	0.75
PRR14L	0.011772377683903998	0.04299735306618946	4	1	0.6885294955142702	1	1
WDR47	0.03993703297728026	0.26120121123284407	4	0	0.6881268974149295	1	0.75
BCKDHB	0.020273143348353884	0.008480262432160806	10	1	0.6827601145956573	1	1
UBE2D1	0.025854045368212203	0.0949121749842119	4	0	0.682440984599903	1	0.75
TTC23	0.012879365881668789	1	4	0	0.6796415461683248	1	0.75
FECH	0.04914524156832598	0.03974821244546023	6	1	0.6771214576825231	1	1
ASAP2	0.02271069625214452	0.02836665529647885	3	1	0.6770557431116117	1	1
DLC1	1.2029077590944743e-9	2.6778340312129086e-9	6	1	0.676511726470662	1	1
BCAP29	3.307951408405704e-5	1.6697266502184167e-4	3	1	-0.6746245532243383	1	1
DUSP19	0.0031040303984468756	0.024078211203639722	3	1	-0.6735741691832033	1	1
EMSY	0.024094711030030566	1	5	0	0.6690773198831337	1	1
FRMD1	0.003963070264189655	0.01197187166500791	5	1	0.6690749829797715	1	0.75
LOC113243743	4.106065979588181e-5	0.027988094072172103	6	1	-0.6673477845385951	1	0.75
LLGL1	0.014378808472868326	0.04773317472359342	5	1	0.6669119437590979	1	1
SYNGR1	0.02024381765865352	0	2	2	-0.6639484261553816	1	1
PDE3A	0.0025266175993748498	0.1488891071852953	5	0	-0.6542513011920216	1	1
SYNJ1	0.03073645661516167	0.12470613084946641	4	0	0.6540574499110047	1	0.75
IKBKB	0.02024381765865352	0.05350359080747746	5	0	0.6532580850779537	1	1
LOC113252115	0.04070138697898953	0.01216295255605617	3	2	-0.6524141572816806	1	1
NINL	0.041338376706634546	0.003523844041644377	6	1	0.6522089524550818	1	1
LIMA1	0.03610935763637624	0.4690950190803791	8	0	0.6491767733779987	1	1
HIBCH	0.0038906275743713988	0.0017227584940333522	8	1	0.6481306756608393	1	1
LOC113259624	0.006647162184954961	0.005184867473227313	7	1	-0.6475252792466947	1	0.75
SMAD1	0.030321360505311996	0.12067304938052911	5	0	0.6467656363190089	1	1
SLC35D2	0.03585420307082513	0.7069868888527812	5	0	0.6449335045673739	1	0.75
ADGRV1	0.0014658886987552126	1	6	0	0.6441456514378763	1	1
PARN	4.719615046475361e-4	1	7	0	0.6434953697265002	1	0.75
IDO2	6.156553335304296e-4	3.2669239570876394e-4	3	2	0.6422989925297531	1	1
BCL2L1	0.004603306002421411	0.0233296577764864	6	1	0.640896209314364	1	0.75
LOC113261605	0.04643760530180831	0.06376848399585848	3	0	-0.6406535724974672	1	1
CCL16	0.0016984023030568991	0	2	2	0.6373053790890361	1	1
PIAS3	0.01923443677990577	0.828564372607226	11	0	0.6364840420305502	1	1
FILIP1L	0.04885615763565804	0.020346757771679307	4	1	0.6363981015013797	1	1
EXPH5	0.012363261641611386	0.06377861745945461	6	0	0.636333775907164	1	1
CPA1	0.00846575482287234	0.7796373482169522	3	0	0.6356771812974382	1	1
IARS	0.0022334883234876196	0.1350759091334908	7	0	0.632315551244191	1	1
LLGL2	0.029185676760304743	0.004196909552310439	3	1	-0.6321931587732056	1	1
FAH	0.017802432433910952	6.3887941100254726e-6	10	1	0.6320025150908677	1	1
ACAD9	0.008138440878445107	0.011636985076826683	7	1	0.6315703994007001	1	1
ACSL1	1.5472216993844185e-5	0.3966526367835529	10	0	0.6289009969868634	1	1
AFAP1	5.167482376115891e-4	0.001746775964964026	4	1	0.6245593944517568	1	1
ZNF229	0.0018425927770202965	9.817438602431148e-4	4	1	0.6226942082725677	1	1
PGAM5	0.006647162184954961	0.10606405428185665	3	0	-0.6223060474567231	1	1
GAREM1	0.0023478467854468397	0	2	2	0.6195016428715704	1	1
TMCC3	0.040123072408624096	0.19178543383249502	7	0	0.6192514159025998	1	0.75
CHKA	0.03716908095941574	0.005800792514005652	3	1	0.6188348163015265	1	1
CALCOCO2	1.3180659247721501e-6	2.0355415124487198e-5	4	2	0.6187466473534876	1	1
MSH6	1.9346416163005677e-4	0.006376107092923966	3	1	0.6160385144926732	1	1
HSPA14	0.0012682951450822323	5.211276023774591e-4	7	1	0.6154023075647108	1	1
TAT	2.174870731762433e-5	1	10	0	0.6127532296259351	1	1
PISD	0.006640475788890834	0.06257241230619853	8	0	0.6091881980030175	1	0.75
ZNF792	0.0323737421912309	1	5	0	-0.6090680911320552	1	1
PCK1	0.030353188950603363	3.9250058835778426e-4	9	1	0.6059817396621124	1	1
CD58	0.008312972844405877	1.1953667440615946e-4	5	1	0.6056312876063812	1	1
SREBF1	0.0035620959514361195	0.17930293860179905	5	0	0.6053932730254298	1	1
SYTL2	0.04264206300186807	0.5220259337017834	8	0	0.6034891276714685	1	1
RNF125	5.593980217255932e-9	5.338837996812898e-4	10	1	0.6030666806686569	1	1
LOC113246872	0.008238605897008986	0.05822094423906035	11	0	-0.5990522623444454	1	1
LOC113250450	0.013604749996638547	0.15833049478004957	6	0	0.5954473511067365	1	0.75
HAUS8	0.02810552155954424	1	4	0	0.589931651313137	1	1
MTMR2	0.004174320366892172	1	6	0	0.5883674722131069	1	0.75
AGTR1	0.0038930382095164638	1	7	0	-0.5881630795501037	1	0.75
ZNF462	0.002432137633337222	0.05084753893679728	9	0	0.5878186799569725	1	1
GTPBP2	0.022603945685763988	0.026555782951391327	3	1	0.5877974698612323	1	1
FAM20B	1.2684942734714907e-4	5.471151601184392e-4	5	1	0.5874794840252047	1	1
RIOK1	5.332581335744086e-4	0.026692670088867426	6	1	0.5845149913163034	1	1
RAB30	0.02253959851962145	0	2	2	0.584361322938193	1	1
RCBTB2	0.03654396451486244	0.12012933006571895	8	0	0.5825749670411969	1	1
TRAF1	0.005933336136623081	0.5001167972892671	6	0	0.5817224842433957	1	1
KLHDC10	0.020373507032832243	0.023320734184962586	3	1	-0.580708546317499	1	1
TNKS1BP1	1.3346825483732005e-12	7.618372689447986e-12	3	2	0.5805161753714635	1	1
VPS37A	0.013445201045095327	1	8	0	-0.5796144713979254	1	1
MAST4	0.024868571983661727	0.025788950563464134	4	1	0.5784641396723169	1	1
RNF157	0.022294792861651782	0.6318480446620628	4	0	0.578095760246177	1	0.75
SMURF1	0.047703696724263084	0.125929794526186	7	0	0.5754676517808324	1	1
CTNNBL1	0.03709442556560474	0.05698213046716456	5	0	0.573771568952042	1	1
BCAS3	0.008174537845356556	0.003820233012606462	11	1	0.5724409162154421	1	1
AMDHD1	4.925499750262702e-4	1	11	0	0.5719133779603505	1	1
CAMKK2	0.008681812862182264	0.05619775202598523	11	0	0.5715767471551602	1	1
PFKFB1	3.2831069933641067e-4	0.02257397137385837	10	1	-0.5701953398371795	1	0.75
SLC27A5	2.3272647445568585e-7	1.715589821904185e-4	8	2	0.5688122194104623	1	1
LOC113260144	3.574201313779702e-5	0.006332006736326271	4	2	0.568434771381512	1	1
ZMYM2	0.00138718295083573	6.832610776749069e-4	9	1	0.567564905712133	1	1
SESN1	0.014419209885514846	1	9	0	0.5655222950319193	1	1
LIMS1	2.3477433546655772e-5	6.51048409662262e-5	4	2	0.5653326924120405	1	1
APC	3.5198847648598393e-7	1.6617632217257645e-5	7	2	0.564223893346576	1	1
ANGPT1	0.01690175889561835	0.9784129702418156	4	0	0.563476445613138	1	1
NICN1_AMT	0.045175515941192394	0.33784771770240507	9	0	0.5617225240659324	1	0.75
PDLIM5	3.339477975465328e-4	0.0010914070773890671	10	1	0.5611892610369908	1	1
TMEM63B	0.004732815874719413	1	8	0	0.5607748084713787	1	1
LOC113250325	0.014419209885514846	0.0018743671833272384	6	1	0.559242459118578	1	1
LOC113248320	0.009611310751249649	0.012672386720990027	7	1	0.5589196217653769	1	0.75
NELFA	0.007926695672122777	0.002307547413203449	6	1	0.55852331691867	1	1
PHYKPL	0.0019133866754811528	1	13	0	0.5583276122943667	1	1
HOGA1	7.121387637495497e-5	0.0666294767413373	10	0	0.5578824079645184	1	1
TRAPPC13	0.018258181210140938	0.40019250893093283	4	0	-0.5575587337763778	1	1
LOC113268718	3.3449804866036493e-4	0.05307585356186027	4	0	0.5573238824947552	1	1
FAM13A	1.565992035584319e-6	1	14	0	0.5567369639819586	1	1
CNNM4	0.03075980145602542	0.05011109019851353	4	0	0.5557162139332236	1	1
IL11RA	0.009429366807751166	0.27895137482855203	11	0	0.5553622456511238	1	1
OTUD1	0.031004565828694354	0	2	2	-0.5547659867278774	1	1
CPNE7	0.04467839985583151	0.1571839709994052	4	0	-0.5538057523103534	1	1
MYRF	0.01082713323236213	0.0010767554507082615	3	1	0.5526414592163607	1	1
C9	3.3664274724247943e-4	1.752048263325814e-4	6	1	-0.5523978800786664	1	1
ZFYVE1	0.008681812862182264	0.008194438245717526	6	1	0.55204060579441006	1	1
MARK2	0.0035301844730214844	0.017913909583857923	6	1	0.551455221434466	1	1
CREBZF	6.330317867765786e-4	2.2316117168900778e-4	5	1	-0.550191707174903	1	1
HSD17B14	1.3727209532877784e-5	0.015842997332217897	6	2	0.5499680147418274	1	1
ENO3	0.008120970347427182	1	7	0	0.5477190188236222	1	1
SLC39A11	0.001144556018488264	0.008136576927765423	10	1	0.5470630849228512	1	1
FAM120B	1.9543902328556624e-8	0.7053743985456036	9	0	0.5469150794699229	1	1
RAD51B	0.04428521739700856	0.03365813785491784	8	1	0.5467137670013577	1	1
MRC1	7.116606945488305e-5	1.6874003837654867e-6	3	2	0.5443418915006083	1	1
C5	1.3840072702294242e-5	3.9841794735314854e-4	7	1	-0.5441934476636225	1	1
C3	0.003009469843362443	0.0021161010044385463	8	1	0.54392103996139	1	1
AP5M1	8.075453558764434e-4	0.06196738415310046	6	0	0.54389425145025	1	1
MYH11	0.013153576335351825	0.041954188099259604	6	1	0.5434555340675258	1	1
EWSR1	0.002214474973773914	0.737129359555709	10	0	0.5422425982828523	1	1
WWC3	0.0015671260042284883	0.001096410024678318	4	1	0.5419665685547108	1	1
ECD	0.01890511481264763	0.21342207510760888	7	0	0.5415656815198326	1	0.75
RWDD4	0.04644016452567304	0.06246116171390606	4	0	-0.5410414439950106	1	1
NFKBIZ	1.5312661591426996e-5	1.5800173945536742e-6	7	1	0.5408563358706271	1	1
PTPN3	6.133153599697701e-6	3.758584771348046e-5	8	2	-0.540664708533949	1	1
STAU1	0.011320499383338517	0.0370037459583184	15	1	0.540503827915341	1	1
ZBTB16	0.03262415039157131	0.005022235776869826	3	1	-0.5400173516681508	1	1
VPS33B	0.018035672131826264	0.5654776162523406	8	0	0.5399322737307607	1	0.75
LOC113247193	0.009429366807751166	0.1708563094072388	3	0	0.5393303766990876	1	1
LOC113262783	6.564199328928382e-5	0.002897668305214174	14	1	-0.5385621056619062	1	1
SH3RF3	0.017270621227668214	0.6158943270436651	5	0	0.538333233595564	1	1
XRCC1	0.03872426213747833	1	5	0	0.5376485647184082	1	1
LOC113248580	0.0020951643076952907	0.31632533237446714	7	0	0.5371130822161424	1	1
DDX52	0.020436763193048314	0.12219355984742465	9	0	0.5364086121879538	1	1
SPRYD3	0.004826485449057362	0.16537011237106447	12	0	0.5363924173122763	1	1
SLC22A3	0.01792418939721352	0.6253946612131221	6	0	0.53575441078909	1	1
RCL1	5.332581335744086e-4	1	14	0	0.5318145277890388	1	1
CBLB	0.017859144151628252	1	8	0	0.5306216237092399	1	0.75
MPDZ	1.5831159763464697e-5	0.5513387546235753	13	0	0.5294688223950171	1	1
REEP5	4.72049234180672e-4	4.659900751219013e-4	4	1	0.5292775065560026	1	1
CPN1	5.9420112812188316e-6	1	5	0	-0.5284551578107466	1	1
SLC31A1	0.017802432433910952	0	2	2	-0.5279139092724444	1	1
ZWINT	1.7922814845569782e-4	1	7	0	0.5276104679721907	1	0.75
NR3C2	0.021113986537120724	0.0038932214614534237	4	1	-0.5261656412600694	1	1
NDUFA10	0.041310980899292526	0.013750034249989407	8	1	0.5254990377199789	1	1
MEIS2	7.484759275836959e-4	0.037720194721029415	5	1	0.5247603307084823	1	1
ST3GAL5	0.010077165734247936	0.029356548903239306	4	1	0.5235556298495371	1	1
IFT140	0.02031825095245545	1	6	0	-0.5223959257054016	1	1
ABHD10	0.00505221915742342	1	4	0	-0.521525189702697	1	1
FPGS	3.024389389796485e-6	0.05432835272631549	4	0	0.5203098821300706	1	1
SEC22B	0.002432360886520627	0.016195305773618458	6	1	0.5202874312721395	1	1
ZC3HAV1	0.03870963103080468	0	2	2	0.5190477510940076	1	1
PCNX4	0.007926695672122777	0.03359578377899488	5	1	0.5187174783738895	1	1
ST5	0.01923443677990577	0.22934071529912667	6	0	0.518428797266163	1	1
LEPR	0.018838682825046724	1	8	0	-0.5184081505569597	1	0.75
OSBPL5	0.005613433625212604	0.011260338435237712	5	1	0.5183675827623347	1	1
DMGDH	9.183378043076173e-4	1	9	0	-0.5182064204694651	1	0.75
ADGRA3	0.030321360505311996	0	2	2	-0.5164754795205325	1	1
GGACT	1.3812928912028898e-4	0.01621524830362734	6	1	0.5162440293876877	1	1
LRR1	0.0379893921030287	1	4	0	0.5151962000387049	1	1
DRG1	0.02960211028090777	0.002237263939431911	5	1	0.5147117760758597	1	1
ZBED6CL	0.022817206280538214	1	8	0	-0.5144723398304764	1	1
PLEKHO2	0.033033100857918364	0.021318204338312104	3	1	0.5138415635677248	1	1
C2CD3	0.02166613480407074	0.04949868812984213	3	1	-0.5137985105182965	1	1
RFK	0.00720930413610708	0.0034451691414789077	5	1	0.5102296494155204	1	1
IRF8	0.002856025280450367	0.14237503732689086	3	0	-0.5093887039379696	1	1
LACC1	0.0020015601154764902	0.00628143066406418	6	2	0.5092162538868796	1	1
CHD4	6.901852520082243e-6	7.48142403318065e-4	6	2	0.5086303809602031	1	1
GCC2	0.04212313491716377	0.27350222495951815	4	0	0.5082108882625149	1	1
LOC113258594	0.008174537845356556	0.15676162831711607	7	0	-0.507609976523883	1	1
MCF2L	0.01813259716930783	0.0011815891125380035	10	1	0.5075656912535501	1	1
SIRT5	0.011158115405634042	0.030869136285415013	7	1	0.5075244450711758	1	1
CA12	0.018978985206664457	1	6	0	0.5071486349200544	1	1
NEK4	0.0023805603495493737	1	5	0	0.5071181739544431	1	1
DNAJB6	0.0035053115761567986	0.6331484741582478	10	0	0.5061379023041573	1	1
TCF21	0.039269651981271414	0.06055413819621483	3	0	0.5060137318915461	1	1
SPATS2L	8.326962647332064e-8	1	8	0	0.5050884562236888	1	1
RUFY3	0.0013940783302859375	3.130012124039466e-4	8	2	0.5041106806683878	1	1
PTPRC	4.20169736223675e-5	1	8	0	-0.5033854386498131	1	1
RHEB	4.2017934695508187e-4	6.055945513386945e-5	5	1	0.5023961934539208	1	1
FARP1	9.01376079741881e-5	1.671522482271836e-4	6	2	0.5015163186033855	1	1
ENAH	0.0038930382095164638	0.03043196396930071	4	1	0.5014433462357842	1	1
LAMA4	0.0022129876006285183	6.471091116676288e-4	9	1	0.5001659886979358	1	1
SMG7	0.015129032408014716	0.2390146867776283	9	0	0.498861265749498	1	1
NCAM1	0.011075098602849958	0.09762363688178693	7	0	0.4972704289162007	1	1
EPSTI1	0.020826567291542933	1	5	0	-0.49707948753472064	1	1
ERCC6	0.005944466722770085	0.014373456095583274	7	1	-0.4962347030622903	1	1
CRY2	5.390310578338526e-14	4.175354097046348e-6	12	2	0.49563913521789577	1	1
GNA13	3.339477975465328e-4	1.6987558586983338e-5	3	1	-0.49556920504547536	1	1
POLRMT	0.011461885099058294	1	10	0	0.4941009676330877	1	1
PTK2	0.024019932730390117	0.03426613533429886	7	1	0.4940649463780737	1	1
MLIP	0.01847441552181558	1	6	0	-0.49372454152985745	1	1
PPM1K	8.443622862150641e-4	2.8698773722025423e-5	7	1	0.4933727759773124	1	1
TM7SF2	0.00798583398967725	0.00427485055660432	5	2	0.4931575259582362	1	1
PTCD3	0.0035053115761567986	1.6705769843380062e-4	10	1	0.4920898636579395	1	1
DRG2	0.02253959851962145	1	10	0	0.4916576866907037	1	1
IGFLR1_U2AF1L4	0.005140543490888832	1	12	0	0.49124692224679845	1	0.75
CASP8	0.030212201280469572	0	2	2	-0.49088604844939876	1	1
BNIP2	0.025272330030182335	1	9	0	0.490579560523635	1	1
CDON	0.03408686661384004	0.5755475793294591	4	0	0.4892942332452477	1	1
LYSMD1	5.332581335744086e-4	0.43247601169615946	5	0	-0.48877815074700154	1	1
PKP2	0.035483434421321826	0	2	2	-0.4877840811397522	1	1
GCKR	6.133153599697701e-6	0.10239995944159358	9	0	0.4865979145735458	1	0.75
MERTK	0.008484772704789074	3.787807962372539e-4	4	1	0.485962807601915	1	1
RBL1	0.02166613480407074	0.05263928979976437	4	0	0.4855622179200158	1	1
USP9X	0.04427367808660537	0.8654606505263696	6	0	-0.48543217954149415	1	1
CS	0.04709540778962523	1	9	0	0.48514750527803513	1	1
DMAP1	0.008010678233457061	0.014344851337857385	3	1	0.48177188396568854	1	1
FRMD4B	0.02515082583418441	0.12207321464271291	7	0	0.48099562396327	1	1
PFAS	0.008484772704789074	0.6869048687817171	5	0	0.47955824006492187	1	1
GUF1	0.02313739484104802	1	7	0	0.4794261500026005	1	1
CLCN4	0.008098757841999189	1	6	0	0.47861421278917987	1	1
UBFD1	0.008822883291611615	0.04532873715370392	6	1	-0.47851775158432314	1	1
MTSS1	1.3001277937235475e-4	6.67131450856125e-5	9	1	0.4784307322906597	1	1
DAZAP1	0.021827723829411325	0.006723022353423661	8	1	0.4780996473384849	1	1
ACAD11	1.6007812767244966e-7	1.1917000006048828e-8	5	1	-0.4775453796874635	1	1
SLC22A8	0.01450974742058943	0.4981796723694211	9	0	0.47673533405186913	1	0.75
AGXT2	0.04635004795742477	1	6	0	0.47598060086158717	1	1
LRRC8A	0.001780218562288458	0.22327930712907781	4	0	0.475161402228347	1	1
ARHGAP29	0.026330380140684	0.14088751144303482	8	0	0.47473511970091786	1	1
L2HGDH	0.0025266175993748498	0.59168597475829	8	0	0.47472785811272966	1	0.75
SLC38A4	1.6109173353473044e-8	1.886055909241917e-4	6	1	0.474531199562512	1	1
MRTFB	0.016217962374880053	0.3187845301958927	5	0	0.4743303656495799	1	1
VMP1	9.192462059636874e-6	0.09589943770201662	5	0	-0.47420118770236475	1	1
CUNH1orf198	0.005618631727107237	1	7	0	0.47292669248978975	1	1
TRMT13	0.03687004192215813	1	11	0	0.46896677309060697	1	1
DHRS1	0.01808289446782104	0.6751959496257803	12	0	0.4688551507629284	1	1
PRXL2A	0.007716610502122408	1	9	0	-0.46776815853911363	1	1
UBOX5	0.04171869404010826	0.38607274906801886	6	0	-0.46743474785127515	1	1
ARHGAP35	0.030321360505311996	0	2	2	0.46695413837870536	1	1
ADCY6	0.044831126800136845	0.11515071416124364	7	0	0.4659773966281805	1	1
SPG11	0.020273143348353884	0.3022411583263667	9	0	-0.4657459061413233	1	1
PJA2	0.025625635348032402	0.030545237205285083	4	1	-0.4655869240254934	1	1
MNAT1	0.010324908936101865	1	4	0	0.46519328026973095	1	1
PPP2CA	0.007377527608870202	0.011679019408330953	6	1	0.46453885117854665	1	1
COQ3	0.048355395814546086	0.010910049406646428	8	1	0.46377095319534867	1	1
DDB1	1.3906531217303797e-4	8.325423319458411e-4	5	1	0.4635462382938469	1	1
ANXA4	3.6758593457841994e-4	0.0012386811788365154	9	1	0.4631510121534217	1	1
NFATC4	0.014627278348790854	0.3534562854817899	5	0	0.46132103095155047	1	0.75
RALA	0.012773539682663352	0.007213159197563231	4	1	0.45788375891463873	1	1
HSD11B1	0.020273143348353884	0.05190151677093729	6	0	0.4564193133240425	1	1
DDRGK1	0.019300912105165685	0.15042274110199008	4	0	0.4563477832243465	1	1
CRB3	4.6638690309558557e-4	0.0044127625717058985	5	2	0.45552300354162606	1	1
MED6	0.0027029868026589876	0.07055552238480854	9	0	0.4550927413920137	1	1
